objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
Japan_00012,Hachiko Statue,Sean Murphy,2023:09:27 22:30:12,"The famous Hachiko statue outside of Shibuya Station. The statue memorializes the story of the loyal pup who waited for his master every day at the station, even after his master's tragic death.",Shibuya;Tokyo;landmark;night,"Shibuya, Tokyo, Japan",35.65926275,139.7011336,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00012.jpg,,,,
Japan_00013,Shibuya Scramble Crossing,Sean Murphy,2023:09:27 22:31:05,"The famous Shibuya Scramble crossing, one of the busiest intersections for pedestrians in the world.",Shibuya;Tokyo;landmark;night,"Shibuya, Tokyo, Japan",35.65926275,139.7011336,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00013.jpg,,,,
Japan_00014,Neko Decaf Coffee,Sean Murphy,2023:09:28 08:09:53,"The Neko Neko Inn, where we stayed for our first night in Japan, was stocked with amazing complimentary goods. Here's a cute package for decaf coffee featuring cats.",Shibuya;Tokyo;Neko Neko Inn;Food & Drink,"Shibuya, Tokyo, Japan",35.67761185,139.6927103,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00014.jpg,,,,
Japan_00015,Neko Neko Inn - Main Bedroom,Sean Murphy,2023:09:28 09:25:07,"Neko Neko Inn is two floors, and this is the second floor. There were two bedrooms, but this one - the Master - includes a loft for kids to sleep.",Shibuya;Tokyo;Neko Neko Inn;hotel,"Shibuya, Tokyo, Japan",35.67761185,139.6927103,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00015.jpg,,,,
Japan_00016,Neko Neko Inn - Starry Ceiling,Sean Murphy,2023:09:28 09:27:04,The loft in Neko Neko Inn's master bedroom has cute glow-in-the-dark stickers on the ceiling.,Shibuya;Tokyo;Neko Neko Inn;hotel,"Shibuya, Tokyo, Japan",35.67761185,139.6927103,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00016.jpg,,,,
Japan_00017,Neko Neko Inn - Starry Ceiling,Sean Murphy,2023:09:28 09:27:31,The loft in Neko Neko Inn's master bedroom has cute glow-in-the-dark stickers on the ceiling.,Shibuya;Tokyo;Neko Neko Inn;hotel,"Shibuya, Tokyo, Japan",35.67761185,139.6927103,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00017.jpg,,,,
Japan_00018,Neko Neko Inn – Photo Board,Sean Murphy,2023:09:28 09:54:44,"Guests of Neko Neko Inn are invited to add their Instax photos to the photo board. We put our photo up there, too; we also donated a Chicago postcard and a 3D printed mushroom!",Shibuya;Tokyo;Neko Neko Inn;hotel,"Shibuya, Tokyo, Japan",35.67761185,139.6927103,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00018.jpg,,,,
Japan_00019,Neko Neko Inn – Photo Board,Sean Murphy,2023:09:28 09:54:49,"Guests of Neko Neko Inn are invited to add their Instax photos to the photo board. We put our photo up there, too; we also donated a Chicago postcard and a 3D printed mushroom!",Shibuya;Tokyo;Neko Neko Inn;hotel,"Shibuya, Tokyo, Japan",35.67761185,139.6927103,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00019.jpg,,,,
Japan_00020,Shibya Scramble Crossing,Sean Murphy,2023:09:28 14:57:44,"The morning of our second day in Japan, we decided to walk through Shibuya again. It made us late for the shinkansen to Toyama....",Shibuya;Tokyo;landmark;day,"Shibuya, Tokyo, Japan",35.65926275,139.7011336,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00020.jpg,,,,
Japan_00021,Ekiben,Sean Murphy,2023:09:28 17:56:41,"At most large train stations, you can buy an ekiben - a box lunch to be eaten on a shinkansen train. This was Sean's ekiben for our first shinkansen ride from Tokyo to Toyama. It was rice and beef, and it had a chemical heating feature where you would initiate the exothermal reaction that heated your food by pulling a string.",Shinkansen;transit;ekiben;Food & Drink,Japan,36.64907075,138.2243771,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00021.jpg,,,,
Japan_00022,Tram to Unazuki,Sean Murphy,2023:09:29 09:40:43,"This was the lovely local train that took us from Toyama to Unazuki, on our way to Kurobe Gorge.",Toyama;transit,"Toyama, Japan",36.88430622,137.4246414,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00022.jpg,,,,
Japan_00023,Unazuki Street,Sean Murphy,2023:09:29 11:25:01,"When we got off the local train from Toyama to Unazuki Onsen, we were greated by this lovely blue sky. Unazuki was so cool.",Unazuki;Kurobe Gorge;day,"Unazukionsen, Kurobe, Toyama, Japan",36.81600991,137.5826119,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00023.jpg,,,,
Japan_00024,Unazuki Station,Sean Murphy,2023:09:29 11:40:14,There's a fountain of what is presumably onsen hot spring water just outside the Unazuki train station.,Unazuki;Kurobe Gorge;day,"Unazukionsen, Kurobe, Toyama, Japan",36.81600991,137.5826119,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00024.jpg,,,,
Japan_00025,Unazuki Station,Sean Murphy,2023:09:29 11:40:33,There's a fountain of what is presumably onsen hot spring water just outside the Unazuki train station.,Unazuki;Kurobe Gorge;day,"Unazukionsen, Kurobe, Toyama, Japan",36.81600991,137.5826119,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00025.jpg,,,,
Japan_00026,Kurobe Gorge,Sean Murphy,2023:09:29 14:22:07,"The sightseeing train of Kurobe Gorge is a still-in-use ""torokko"" miniature railway installed to shuttle staff to the various dams and installations throughout the gorge. It crosses the gorge at key points where dramatic bridge views are available.",Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.81477477,137.590057,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00026.jpg,,,,
Japan_00027,Kurobe Gorge,Sean Murphy,2023:09:29 14:22:09,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00027.jpg,,,,
Japan_00028,Kurobe Gorge,Sean Murphy,2023:09:29 14:22:22,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00028.jpg,,,,
Japan_00029,Kurobe Gorge,Sean Murphy,2023:09:29 14:22:26,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00029.jpg,,,,
Japan_00030,Kurobe Gorge,Sean Murphy,2023:09:29 14:23:22,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00030.jpg,,,,
Japan_00031,Kurobe Gorge,Sean Murphy,2023:09:29 14:23:29,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00031.jpg,,,,
Japan_00032,Mushimushi,Sean Murphy,2023:09:29 14:38:26,,Kurobe Gorge;wildlife;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00032.jpg,,,,
Japan_00033,Mushimushi,Sean Murphy,2023:09:29 14:38:45,,Kurobe Gorge;wildlife;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00033.jpg,,,,
Japan_00034,Kurobe Gorge Selfie,Sean Murphy,2023:09:29 14:42:15,,Kurobe Gorge;selfie;portrait;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00034.jpg,,,,
Japan_00035,Man-Eating Cliff,Sean Murphy,2023:09:29 14:43:53,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00035.jpg,,,,
Japan_00036,Man-Eating Cliff,Sean Murphy,2023:09:29 14:43:55,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00036.jpg,,,,
Japan_00037,Man-Eating Cliff,Sean Murphy,2023:09:29 14:43:57,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00037.jpg,,,,
Japan_00038,Man-Eating Cliff,Sean Murphy,2023:09:29 14:44:33,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00038.jpg,,,,
Japan_00039,Man-Eating Cliff,Sean Murphy,2023:09:29 14:44:45,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00039.jpg,,,,
Japan_00040,Man-Eating Cliff,Sean Murphy,2023:09:29 14:44:46,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00040.jpg,,,,
Japan_00041,Man-Eating Cliff,Sean Murphy,2023:09:29 14:44:48,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00041.jpg,,,,
Japan_00042,Kurobe Gorge,Sean Murphy,2023:09:29 14:47:31,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00042.jpg,,,,
Japan_00043,Keyakidaira Bridge,Sean Murphy,2023:09:29 15:24:04,,Kurobe Gorge;portrait;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00043.jpg,,,,
Japan_00044,Keyakidaira Bridge,Sean Murphy,2023:09:29 15:24:06,,Kurobe Gorge;portrait;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00044.jpg,,,,
Japan_00045,Keyakidaira Bridge,Sean Murphy,2023:09:29 15:24:08,,Kurobe Gorge;portrait;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00045.jpg,,,,
Japan_00046,Keyakidaira Bridge,Sean Murphy,2023:09:29 15:24:11,,Kurobe Gorge;portrait;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00046.jpg,,,,
Japan_00047,Abandoned Onsen Building,Sean Murphy,2023:09:29 16:32:02,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00047.jpg,,,,
Japan_00048,Abandoned Onsen Building,Sean Murphy,2023:09:29 16:32:04,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00048.jpg,,,,
Japan_00049,Abandoned Onsen Building,Sean Murphy,2023:09:29 16:32:05,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00049.jpg,,,,
Japan_00050,Abandoned Onsen Building,Sean Murphy,2023:09:29 16:32:09,,Kurobe Gorge;day,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00050.jpg,,,,
Japan_00051,Unazuki Beer,Sean Murphy,2023:09:29 16:54:37,,Kurobe Gorge;Food & Drink;beer,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00051.jpg,,,,
Japan_00052,Unazuki Beer,Sean Murphy,2023:09:29 16:54:40,,Kurobe Gorge;Food & Drink;beer,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00052.jpg,,,,
Japan_00053,Unazuki Evening,Sean Murphy,2023:09:29 17:54:03,,Kurobe Gorge;night,"Kurobe Gorge, Toyama, Japan",36.7588608,137.6339216,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00053.jpg,,,,
Japan_00054,Breakfast at Shirokuma Inn,Sean Murphy,2023:09:30 07:38:14,,Iwase;Toyama;hotel;Food & Drink;day,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00054.jpg,,,,
Japan_00055,Iwase Canal,Sean Murphy,2023:09:30 09:14:59,,Iwase;Toyama;day,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00055.jpg,,,,
Japan_00056,Iwase Harbor,Sean Murphy,2023:09:30 09:42:16,,Iwase;Toyama;day,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00056.jpg,,,,
Japan_00057,Baba Residence,Sean Murphy,2023:09:30 10:39:29,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00057.jpg,,,,
Japan_00058,Baba Residence,Sean Murphy,2023:09:30 10:39:32,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00058.jpg,,,,
Japan_00059,Baba Residence,Sean Murphy,2023:09:30 10:41:21,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00059.jpg,,,,
Japan_00060,Baba Residence,Sean Murphy,2023:09:30 10:41:47,,Iwase;Toyama;Baba Residence;history;art,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00060.jpg,,,,
Japan_00061,Baba Residence,Sean Murphy,2023:09:30 10:41:58,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00061.jpg,,,,
Japan_00062,Baba Residence,Sean Murphy,2023:09:30 10:42:34,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00062.jpg,,,,
Japan_00063,Baba Residence,Sean Murphy,2023:09:30 10:44:07,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00063.jpg,,,,
Japan_00064,Baba Residence,Sean Murphy,2023:09:30 10:44:49,,Iwase;Toyama;Baba Residence;portrait,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00064.jpg,,,,
Japan_00065,Baba Residence,Sean Murphy,2023:09:30 10:44:57,,Iwase;Toyama;Baba Residence;portrait,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00065.jpg,,,,
Japan_00066,Baba Residence,Sean Murphy,2023:09:30 10:45:39,,Iwase;Toyama;Baba Residence;portrait,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00066.jpg,,,,
Japan_00067,Baba Residence,Sean Murphy,2023:09:30 10:45:46,,Iwase;Toyama;Baba Residence;portrait,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00067.jpg,,,,
Japan_00068,Baba Residence,Sean Murphy,2023:09:30 10:45:48,,Iwase;Toyama;Baba Residence;portrait,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00068.jpg,,,,
Japan_00069,Baba Residence,Sean Murphy,2023:09:30 10:47:02,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00069.jpg,,,,
Japan_00070,Baba Residence,Sean Murphy,2023:09:30 10:47:20,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00070.jpg,,,,
Japan_00071,Baba Residence,Sean Murphy,2023:09:30 10:48:38,,Iwase;Toyama;Baba Residence;history;art,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00071.jpg,,,,
Japan_00072,Baba Residence,Sean Murphy,2023:09:30 10:49:38,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00072.jpg,,,,
Japan_00073,Baba Residence,Sean Murphy,2023:09:30 10:56:53,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00073.jpg,,,,
Japan_00074,Baba Residence,Sean Murphy,2023:09:30 10:57:53,,Iwase;Toyama;Baba Residence;history;art,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00074.jpg,,,,
Japan_00075,Baba Residence,Sean Murphy,2023:09:30 11:05:19,,Iwase;Toyama;Baba Residence;history;architecture,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00075.jpg,,,,
Japan_00076,Kubo Brewing Company,Sean Murphy,2023:09:30 11:23:40,,Iwase;Toyama;Baba Residence;beer,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00076.jpg,,,,
Japan_00077,Kubo Brewing Company,Sean Murphy,2023:09:30 11:23:47,,Iwase;Toyama;Baba Residence;beer,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00077.jpg,,,,
Japan_00078,Kubo Brewing Company,Sean Murphy,2023:09:30 11:24:10,,Iwase;Toyama;Baba Residence;beer,"Iwasehama, Toyama, Japan",36.75764919,137.2326025,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00078.jpg,,,,
Japan_00079,Kanazawa Station,Sean Murphy,2023:09:30 15:23:13,,Kanazawa;Kanazawa Station;transit,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00079.jpg,,,,
Japan_00080,Kanazawa Station,Sean Murphy,2023:09:30 15:23:19,,Kanazawa;Kanazawa Station;transit,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00080.jpg,,,,
Japan_00081,Kanazawa Station,Sean Murphy,2023:09:30 15:23:23,,Kanazawa;Kanazawa Station;transit,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00081.jpg,,,,
Japan_00082,Kanazawa Station,Sean Murphy,2023:09:30 15:23:24,,Kanazawa;Kanazawa Station;transit,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00082.jpg,,,,
Japan_00083,Kanazawa Station,Sean Murphy,2023:09:30 15:24:39,,Kanazawa;Kanazawa Station;transit,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00083.jpg,,,,
Japan_00084,Kanazawa Station,Sean Murphy,2023:09:30 15:26:31,,Kanazawa;Kanazawa Station;transit,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00084.jpg,,,,
Japan_00085,Kanazawa Station,Sean Murphy,2023:09:30 15:26:31,,Kanazawa;Kanazawa Station;transit,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00085.jpg,,,,
Japan_00086,Hotel Kanazawa Zoushi – Room,Sean Murphy,2023:09:30 16:05:28,,Kanazawa;Hotel Kanzawa Zoushi;hotel,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00086.jpg,,,,
Japan_00087,Hotel Kanazawa Zoushi – Room,Sean Murphy,2023:09:30 16:05:28,,Kanazawa;Hotel Kanzawa Zoushi;hotel,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00087.jpg,,,,
Japan_00088,Kanazawa Public Library,Sean Murphy,2023:09:30 16:55:42,,Kanazawa;library,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00088.jpg,,,,
Japan_00089,Kanazawa Public Library,Sean Murphy,2023:09:30 16:55:42,,Kanazawa;library,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00089.jpg,,,,
Japan_00090,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:13:19,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00090.jpg,,,,
Japan_00091,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:13:19,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00091.jpg,,,,
Japan_00092,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:13:49,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00092.jpg,,,,
Japan_00093,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:13:49,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00093.jpg,,,,
Japan_00094,Naga-Machi Samurai District,Sean Murphy,2023:09:30 17:14:51,,Kanazawa;Naga-Machi Samurai District;history;architecture,"Kanazawa, Ishikawa, Japan",36.57108937,136.658308,,,Image;StillImage,image/jpg,eng,In Copyright,,image,/objects/japan00094.jpg,,,,
